page_slug,page_url,content_type,image_url,local_file,alt,title,kind,source,status,error
home,https://bak.ionutojica.ro/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/home/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
home,https://bak.ionutojica.ro/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/home/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
website-administrare-wordpress,https://bak.ionutojica.ro/website/administrare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-A-Roll-Image-1024x793-1.jpg,../images/pages/website-administrare-wordpress/Example-A-Roll-Image-1024x793-1.jpg,,,img,markdown_extract,ok,
website-administrare-wordpress,https://bak.ionutojica.ro/website/administrare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-B-Roll-Image-819x1024-1.jpg,../images/pages/website-administrare-wordpress/Example-B-Roll-Image-819x1024-1.jpg,,,img,markdown_extract,ok,
website-administrare-wordpress,https://bak.ionutojica.ro/website/administrare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-A-Roll-Image-scaled-1-1536x1189.jpg,../images/pages/website-administrare-wordpress/Example-A-Roll-Image-scaled-1-1536x1189.jpg,,,img,markdown_extract,ok,
website-administrare-wordpress,https://bak.ionutojica.ro/website/administrare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-A-Roll-Image-1024x793-1.jpg,../images/pages/website-administrare-wordpress/Example-A-Roll-Image-1024x793-1.jpg,,,img,screenshot_desktop-1440,skipped_existing,
website-administrare-wordpress,https://bak.ionutojica.ro/website/administrare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-B-Roll-Image-819x1024-1.jpg,../images/pages/website-administrare-wordpress/Example-B-Roll-Image-819x1024-1.jpg,,,img,screenshot_desktop-1440,skipped_existing,
website-administrare-wordpress,https://bak.ionutojica.ro/website/administrare-wordpress/,page,https://patterns.startertemplatecloud.com/wp-content/uploads/2023/03/Example-Portrait-Image-scaled-1-150x150.jpg,../images/pages/website-administrare-wordpress/Example-Portrait-Image-scaled-1-150x150.jpg,,,img,screenshot_desktop-1440,ok,
website-administrare-wordpress,https://bak.ionutojica.ro/website/administrare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-A-Roll-Image-scaled-1-1536x1189.jpg,../images/pages/website-administrare-wordpress/Example-A-Roll-Image-scaled-1-1536x1189.jpg,,,img,screenshot_desktop-1440,skipped_existing,
website-administrare-wordpress,https://bak.ionutojica.ro/website/administrare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-A-Roll-Image-scaled-1.jpg,../images/pages/website-administrare-wordpress/Example-A-Roll-Image-scaled-1.jpg,,,img,screenshot_desktop-1440,ok,
website-administrare-wordpress,https://bak.ionutojica.ro/website/administrare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-A-Roll-Image-1024x793-1-768x595.jpg,../images/pages/website-administrare-wordpress/Example-A-Roll-Image-1024x793-1-768x595.jpg,,,img,screenshot_mobile-390,ok,
website-administrare-wordpress,https://bak.ionutojica.ro/website/administrare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-A-Roll-Image-1024x793-1.jpg,../images/pages/website-administrare-wordpress/Example-A-Roll-Image-1024x793-1.jpg,,,img,screenshot_mobile-390,skipped_existing,
website-administrare-wordpress,https://bak.ionutojica.ro/website/administrare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-B-Roll-Image-819x1024-1-768x960.jpg,../images/pages/website-administrare-wordpress/Example-B-Roll-Image-819x1024-1-768x960.jpg,,,img,screenshot_mobile-390,ok,
website-administrare-wordpress,https://bak.ionutojica.ro/website/administrare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-B-Roll-Image-819x1024-1.jpg,../images/pages/website-administrare-wordpress/Example-B-Roll-Image-819x1024-1.jpg,,,img,screenshot_mobile-390,skipped_existing,
website-administrare-wordpress,https://bak.ionutojica.ro/website/administrare-wordpress/,page,https://patterns.startertemplatecloud.com/wp-content/uploads/2023/03/Example-Portrait-Image-scaled-1-150x150.jpg,../images/pages/website-administrare-wordpress/Example-Portrait-Image-scaled-1-150x150.jpg,,,img,screenshot_mobile-390,skipped_existing,
website-administrare-wordpress,https://bak.ionutojica.ro/website/administrare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-A-Roll-Image-scaled-1-768x595.jpg,../images/pages/website-administrare-wordpress/Example-A-Roll-Image-scaled-1-768x595.jpg,,,img,screenshot_mobile-390,ok,
website-administrare-wordpress,https://bak.ionutojica.ro/website/administrare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-A-Roll-Image-scaled-1.jpg,../images/pages/website-administrare-wordpress/Example-A-Roll-Image-scaled-1.jpg,,,img,screenshot_mobile-390,skipped_existing,
home,https://bak.ionutojica.ro/home/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/home/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,skipped_existing,
home,https://bak.ionutojica.ro/home/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/home/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
website-implementare-wordpress,https://bak.ionutojica.ro/website/implementare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-A-Roll-Image-1024x793-1.jpg,../images/pages/website-implementare-wordpress/Example-A-Roll-Image-1024x793-1.jpg,,,img,markdown_extract,ok,
website-implementare-wordpress,https://bak.ionutojica.ro/website/implementare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-A-Roll-Image-scaled-1.jpg,../images/pages/website-implementare-wordpress/Example-A-Roll-Image-scaled-1.jpg,,,background,markdown_extract,ok,
website-implementare-wordpress,https://bak.ionutojica.ro/website/implementare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-B-Roll-Image-scaled-1.jpg,../images/pages/website-implementare-wordpress/Example-B-Roll-Image-scaled-1.jpg,,,background,markdown_extract,ok,
website-implementare-wordpress,https://bak.ionutojica.ro/website/implementare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-Background-Image.jpg,../images/pages/website-implementare-wordpress/Example-Background-Image.jpg,,,background,markdown_extract,ok,
website-implementare-wordpress,https://bak.ionutojica.ro/website/implementare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-Portrait-Image-scaled-1.jpg,../images/pages/website-implementare-wordpress/Example-Portrait-Image-scaled-1.jpg,,,background,markdown_extract,ok,
website-implementare-wordpress,https://bak.ionutojica.ro/website/implementare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/website-implementare-wordpress/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
website-implementare-wordpress,https://bak.ionutojica.ro/website/implementare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-A-Roll-Image-1024x793-1.jpg,../images/pages/website-implementare-wordpress/Example-A-Roll-Image-1024x793-1.jpg,,,img,screenshot_desktop-1440,skipped_existing,
website-implementare-wordpress,https://bak.ionutojica.ro/website/implementare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-A-Roll-Image-scaled-1.jpg,../images/pages/website-implementare-wordpress/Example-A-Roll-Image-scaled-1.jpg,,,background,screenshot_desktop-1440,skipped_existing,
website-implementare-wordpress,https://bak.ionutojica.ro/website/implementare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-B-Roll-Image-scaled-1.jpg,../images/pages/website-implementare-wordpress/Example-B-Roll-Image-scaled-1.jpg,,,background,screenshot_desktop-1440,skipped_existing,
website-implementare-wordpress,https://bak.ionutojica.ro/website/implementare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-Background-Image.jpg,../images/pages/website-implementare-wordpress/Example-Background-Image.jpg,,,background,screenshot_desktop-1440,skipped_existing,
website-implementare-wordpress,https://bak.ionutojica.ro/website/implementare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-Portrait-Image-scaled-1.jpg,../images/pages/website-implementare-wordpress/Example-Portrait-Image-scaled-1.jpg,,,background,screenshot_desktop-1440,skipped_existing,
website-implementare-wordpress,https://bak.ionutojica.ro/website/implementare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/website-implementare-wordpress/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
website-implementare-wordpress,https://bak.ionutojica.ro/website/implementare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-A-Roll-Image-1024x793-1-768x595.jpg,../images/pages/website-implementare-wordpress/Example-A-Roll-Image-1024x793-1-768x595.jpg,,,img,screenshot_mobile-390,ok,
website-implementare-wordpress,https://bak.ionutojica.ro/website/implementare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-A-Roll-Image-1024x793-1.jpg,../images/pages/website-implementare-wordpress/Example-A-Roll-Image-1024x793-1.jpg,,,img,screenshot_mobile-390,skipped_existing,
website-implementare-wordpress,https://bak.ionutojica.ro/website/implementare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-A-Roll-Image-scaled-1.jpg,../images/pages/website-implementare-wordpress/Example-A-Roll-Image-scaled-1.jpg,,,background,screenshot_mobile-390,skipped_existing,
website-implementare-wordpress,https://bak.ionutojica.ro/website/implementare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-B-Roll-Image-scaled-1.jpg,../images/pages/website-implementare-wordpress/Example-B-Roll-Image-scaled-1.jpg,,,background,screenshot_mobile-390,skipped_existing,
website-implementare-wordpress,https://bak.ionutojica.ro/website/implementare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-Background-Image.jpg,../images/pages/website-implementare-wordpress/Example-Background-Image.jpg,,,background,screenshot_mobile-390,skipped_existing,
website-implementare-wordpress,https://bak.ionutojica.ro/website/implementare-wordpress/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/04/Example-Portrait-Image-scaled-1.jpg,../images/pages/website-implementare-wordpress/Example-Portrait-Image-scaled-1.jpg,,,background,screenshot_mobile-390,skipped_existing,
cursuri-implementare-learndash,https://bak.ionutojica.ro/cursuri/implementare-learndash/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/cursuri-implementare-learndash/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
cursuri-implementare-learndash,https://bak.ionutojica.ro/cursuri/implementare-learndash/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/cursuri-implementare-learndash/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
cursuri-administrare-learndash,https://bak.ionutojica.ro/cursuri/administrare-learndash/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/cursuri-administrare-learndash/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
cursuri-administrare-learndash,https://bak.ionutojica.ro/cursuri/administrare-learndash/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/cursuri-administrare-learndash/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
magazin-implementare-woocommerce,https://bak.ionutojica.ro/magazin/implementare-woocommerce/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/magazin-implementare-woocommerce/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
magazin-implementare-woocommerce,https://bak.ionutojica.ro/magazin/implementare-woocommerce/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/magazin-implementare-woocommerce/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
email-mautic-ses,https://bak.ionutojica.ro/email/mautic-ses/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/email-mautic-ses/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
email-mautic-ses,https://bak.ionutojica.ro/email/mautic-ses/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/email-mautic-ses/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
magazin-administrare-woocommerce,https://bak.ionutojica.ro/magazin/administrare-woocommerce/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/magazin-administrare-woocommerce/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
magazin-administrare-woocommerce,https://bak.ionutojica.ro/magazin/administrare-woocommerce/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/magazin-administrare-woocommerce/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
website,https://bak.ionutojica.ro/website/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/website/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
website,https://bak.ionutojica.ro/website/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/website/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
magazin,https://bak.ionutojica.ro/magazin/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/magazin/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
magazin,https://bak.ionutojica.ro/magazin/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/magazin/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
email,https://bak.ionutojica.ro/email/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/email/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
email,https://bak.ionutojica.ro/email/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/email/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
cursuri,https://bak.ionutojica.ro/cursuri/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/cursuri/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
cursuri,https://bak.ionutojica.ro/cursuri/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/cursuri/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
styleguide,https://bak.ionutojica.ro/styleguide/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/styleguide/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
styleguide,https://bak.ionutojica.ro/styleguide/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/styleguide/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
servicii-academiaonline,https://bak.ionutojica.ro/servicii/academiaonline/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/servicii-academiaonline/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
servicii-academiaonline,https://bak.ionutojica.ro/servicii/academiaonline/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/servicii-academiaonline/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
servicii-automatizari-email,https://bak.ionutojica.ro/servicii/automatizari-email/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/servicii-automatizari-email/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
servicii-automatizari-email,https://bak.ionutojica.ro/servicii/automatizari-email/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/servicii-automatizari-email/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
servicii-website-uri,https://bak.ionutojica.ro/servicii/website-uri/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/servicii-website-uri/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
servicii-website-uri,https://bak.ionutojica.ro/servicii/website-uri/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/servicii-website-uri/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
servicii-platforma-curs,https://bak.ionutojica.ro/servicii/platforma-curs/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/servicii-platforma-curs/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
servicii-platforma-curs,https://bak.ionutojica.ro/servicii/platforma-curs/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/servicii-platforma-curs/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
faq,https://bak.ionutojica.ro/faq/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/faq/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
faq,https://bak.ionutojica.ro/faq/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/faq/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
lista-de-asteptare-multumesc,https://bak.ionutojica.ro/lista-de-asteptare/multumesc/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/lista-de-asteptare-multumesc/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
lista-de-asteptare-multumesc,https://bak.ionutojica.ro/lista-de-asteptare/multumesc/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/lista-de-asteptare-multumesc/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
lista-de-asteptare-confirmat,https://bak.ionutojica.ro/lista-de-asteptare/confirmat/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/lista-de-asteptare-confirmat/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
lista-de-asteptare-confirmat,https://bak.ionutojica.ro/lista-de-asteptare/confirmat/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/lista-de-asteptare-confirmat/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
lista-de-asteptare-verifica-email,https://bak.ionutojica.ro/lista-de-asteptare/verifica-email/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/lista-de-asteptare-verifica-email/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
lista-de-asteptare-verifica-email,https://bak.ionutojica.ro/lista-de-asteptare/verifica-email/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/lista-de-asteptare-verifica-email/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
impressum,https://bak.ionutojica.ro/impressum/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/impressum/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
impressum,https://bak.ionutojica.ro/impressum/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/impressum/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
termeni-si-conditii,https://bak.ionutojica.ro/termeni-si-conditii/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/termeni-si-conditii/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
termeni-si-conditii,https://bak.ionutojica.ro/termeni-si-conditii/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/termeni-si-conditii/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
lista-de-asteptare,https://bak.ionutojica.ro/lista-de-asteptare/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/lista-de-asteptare/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
lista-de-asteptare,https://bak.ionutojica.ro/lista-de-asteptare/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/lista-de-asteptare/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
contact,https://bak.ionutojica.ro/contact/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/contact/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
contact,https://bak.ionutojica.ro/contact/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/contact/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
despre,https://bak.ionutojica.ro/despre/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/despre/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
despre,https://bak.ionutojica.ro/despre/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/despre/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
resurse,https://bak.ionutojica.ro/resurse/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/resurse/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
resurse,https://bak.ionutojica.ro/resurse/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/resurse/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
portofoliu,https://bak.ionutojica.ro/portofoliu/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/portofoliu/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
portofoliu,https://bak.ionutojica.ro/portofoliu/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/portofoliu/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
servicii,https://bak.ionutojica.ro/servicii/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/servicii/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_desktop-1440,ok,
servicii,https://bak.ionutojica.ro/servicii/,page,https://bak.ionutojica.ro/wp-content/uploads/2026/01/logo-ionutojicaro-183x38-1.png,../images/pages/servicii/logo-ionutojicaro-183x38-1.png,Ionuț Ojică,,img,screenshot_mobile-390,skipped_existing,
